NAME,AIRCRAFT_MODEL, TAIL REGISTRATION,TOTAL MILES FLOWN, TOTAL FLIGHTS, TOTAL FUEL USED , TOTAL FLIGHT TIME , TOTAL CO2 POLLUTION 
"(CLICK TO ENLARGE)Kenny Chesney is an American country music singer and songwriter who is known for his laid-back, beach-inspired music, and party-style performances. Chesney has sold over 30 million albums, had 30 songs reach number one on theBillboard Country Charts, and has won multiple awards, including fourEntertainer of the Yearawards from theCountry Music Association. Chesney’s estimated net worth is $190 million.Flight History for Kenny ChesneyKenny Chesney",Dassault Falcon 900,N7KC,"216,061 miles",275,"154,710 gallons",21 days4 hours34 minutes,"2,065metric tons"
"(CLICK TO ENLARGE)Kim Kardashian American entertainment personality and successful businesswoman.She is best known for her appearances on the popular reality television series ""Keeping Up with the Kardashians"". Today she runs several companies infashion and beauty products industries, and is one of the most popular and influential people in social media. Kim is also the half-sister ofKylie Jenner, and her net worth is estimated to be over $1 billion.Flight History for Kim KardashianKim Kardashian","(CLICK TO ENLARGE)The Gulfstream G650 (GLF6) is a large business jet manufactured byGulfstream Aerospace, the first customer delivery of this aircraft was in December of 2012. This model can accommodate 11 to 18 passengers, has a range of 8,000 miles, and a cruising speed of 594 mph. A typical Gulfstream G650 costs between 64-70 million dollars, and over 470 individual aircraft have been produced. This is most popular jet among the celebrities we are tracking, and is owned byKim Kardashian,Alex Rodriguez,Bill Gates,Oprah Winfreyand14 other celebrities.Gulfstream G650Gulfstream G650",N1980K,"427,972 miles",242,"474,300 gallons",40 days11 hours58 minutes,"4,800metric tons"
"(CLICK TO ENLARGE)Bill Gates is an American businessman, software developer, investor, author, and philanthropist. He is best known as the co-founder ofMicrosoft Corporation. He has said his use of private jets is ""ok"", because he invests billions into fighting climate change (Source:CBS News). He owns twoGulfstream G6 jetstail registrationN887WMandN194WM. Gates known as one of the richest people in the world, his estimated net worth is over $100 billion.Flight History for Bill GatesBill Gates (plane #2)","(CLICK TO ENLARGE)The Gulfstream G650 (GLF6) is a large business jet manufactured byGulfstream Aerospace, the first customer delivery of this aircraft was in December of 2012. This model can accommodate 11 to 18 passengers, has a range of 8,000 miles, and a cruising speed of 594 mph. A typical Gulfstream G650 costs between 64-70 million dollars, and over 470 individual aircraft have been produced. This is most popular jet among the celebrities we are tracking, and is owned byKim Kardashian,Alex Rodriguez,Bill Gates,Oprah Winfreyand14 other celebrities.Gulfstream G650Gulfstream G650",N194WM,"371,316 miles",235,"416,040 gallons",34 days12 hours46 minutes,"4,152metric tons"
"(CLICK TO ENLARGE)Kylie Jenner an American reality TV star and beauty mogul, she is best known for appearing on the reality show ""Keeping Up with the Kardashians"", with her half-sisterKim Kardashian. She launched her own highly successful cosmetics brand,Kylie Cosmetics. As of 2021, Jenner’s net worth is estimated to be around $900 million.Flight History for Kylie JennerKylie Jenner",Bombardier Global 7500,N810KJ,"363,237 miles",224,"441,420 gallons",34 days10 hours32 minutes,"5,033metric tons"
"(CLICK TO ENLARGE)Alex Rodriguez, also known as ""A-Rod"", is a retired professional Major League Baseball player. He retired in 2016 and shortly thereafter foundedMonument Capital Management, a real estate investment firm. The firm has real estate holdings valued at over $700 million and it has invested in properties in New York City, Miami and Los Angeles. Rodriguez’s personal net worth is estimated to be between $350 and $400 million.Flight History for Alex RodriquezAlex Rodriquez",Gulfstream IV,N313AR,"221,635 miles",203,"257,560 gallons",23 days19 hours40 minutes,"3,461metric tons"
(CLICK TO ENLARGE)Phil Knight is an American businessman who is best known as the co-founder ofNike. Knight has an estimated net worth of $46 billion.Flight History for Phil KnightPhil Knight,"(CLICK TO ENLARGE)The Gulfstream G650 (GLF6) is a large business jet manufactured byGulfstream Aerospace, the first customer delivery of this aircraft was in December of 2012. This model can accommodate 11 to 18 passengers, has a range of 8,000 miles, and a cruising speed of 594 mph. A typical Gulfstream G650 costs between 64-70 million dollars, and over 470 individual aircraft have been produced. This is most popular jet among the celebrities we are tracking, and is owned byKim Kardashian,Alex Rodriguez,Bill Gates,Oprah Winfreyand14 other celebrities.Gulfstream G650Gulfstream G650",N1KE,"195,691 miles",196,"265,330 gallons",22 days2 hours43 minutes,"2,654metric tons"
"(CLICK TO ENLARGE)Jim Carrey is an actor and comedian, he is best known for his dynamic performances in popular movies such asThe Mask,Ace Ventura: Pet Detective. Carey has an estimated net worth of $180 million.Flight History for Jim CarreyJim Carrey",Gulfstream V,N162JC,"173,065 miles",184,"170,010 gallons",18 days23 hours30 minutes,"2,291metric tons"
"(CLICK TO ENLARGE)Oprah Winfrey is an American talk show host,actress,producer,and entertainment mogul. She is best known for her talk show, ""The Oprah Winfrey Show"". She has since launched several new ventures,including theOprah Winfrey Network(OWN),a cable television channel. Oprah has an estimated net wort of over $2 billion.Flight History for Oprah WinfreyOprah Winfrey","(CLICK TO ENLARGE)The Gulfstream G650 (GLF6) is a large business jet manufactured byGulfstream Aerospace, the first customer delivery of this aircraft was in December of 2012. This model can accommodate 11 to 18 passengers, has a range of 8,000 miles, and a cruising speed of 594 mph. A typical Gulfstream G650 costs between 64-70 million dollars, and over 470 individual aircraft have been produced. This is most popular jet among the celebrities we are tracking, and is owned byKim Kardashian,Alex Rodriguez,Bill Gates,Oprah Winfreyand14 other celebrities.Gulfstream G650Gulfstream G650",N540W,"236,730 miles",179,"282,150 gallons",23 days14 hours32 minutes,"2,835metric tons"
(CLICK TO ENLARGE)Mark Cuban is an American entrepreneur and television personality. He is most famous for being the owner of theDallas Mavericksand for his appearances on the reality showShark Tank. Cuban has an estimated net worth of over $4 billion.Flight History for Mark CubanMark Cuban,Bombardier Global Express,N921MT,"175,965 miles",179,"213,160 gallons",18 days7 hours17 minutes,"2,634metric tons"
"(CLICK TO ENLARGE)Kid Rock is an American rapper and singer-songwriter. He is best known for his unique blend of hip-hop, rock and country music. Kid Rock’s estimated net worth is $100 million.Flight History for Kid RockKid Rock",Bombardier Challenger 600,N71KR,"86,831 miles",168,"72,910 gallons",10 days11 hours44 minutes,"1,024metric tons"
"(CLICK TO ENLARGE)Under Armouris an American company that is known for its high-quality sports and fitness wear. Under Armour clothing is designed to keep athletes cool, comfortable and dry through a combination of fabric and technology, the company has an estimated value of $9 billion.Flight History for Under Armour CorporationUnder Armour Corporation",Gulfstream V,N96UA,"162,981 miles",166,"162,430 gallons",18 days3 hours57 minutes,"2,177metric tons"
"(CLICK TO ENLARGE)Matt Damon is an American actor, producer, and screenwriter who is best known for his performances in theJason Bourne film seriesandGood Will Hunting. Damon has an estimated net worth of $170 million.Flight History for Matt DamonMatt Damon",Bombardier Global 7500,N444WT,"210,525 miles",160,"266,560 gallons",21 days12 hours19 minutes,"3,038metric tons"
(CLICK TO ENLARGE)Nikeis an global athletic apparel company best known for it’s footwear. Nike’s co-founder Phil Knight has a private jet with the tail registrationN1KE. Nike uses their jet to manage their global business and celebrity endorsements. Nike has an estimated net worth of $184 billion.Flight History for Nike CorporationNike Corporation,"(CLICK TO ENLARGE)The Gulfstream G650 (GLF6) is a large business jet manufactured byGulfstream Aerospace, the first customer delivery of this aircraft was in December of 2012. This model can accommodate 11 to 18 passengers, has a range of 8,000 miles, and a cruising speed of 594 mph. A typical Gulfstream G650 costs between 64-70 million dollars, and over 470 individual aircraft have been produced. This is most popular jet among the celebrities we are tracking, and is owned byKim Kardashian,Alex Rodriguez,Bill Gates,Oprah Winfreyand14 other celebrities.Gulfstream G650Gulfstream G650",N6453,"235,790 miles",157,"281,410 gallons",23 days12 hours26 minutes,"2,822metric tons"
"(CLICK TO ENLARGE)Michael Bloomberg is an American politician,entrepreneur,andclimate change hypocrite. When he was mayor of NYC he acted like a petty tyrant and tried to make it illegal for stores to sell large soft drinks (source:Reuters). Today he keeps busylecturing people about making sacrifices for climate change,while he owns8 mansions,4 cars,1helicopter,a4 story luxury yacht,and 3 private jets (N5MV,N8AGandN47EG). Bloomberg’s estimated net worth is over 59 billion.Flight History for Michael BloombergMichael Bloomberg (plane #3)",Dassault Falcon 900,N8AG,"157,945 miles",155,"117,560 gallons",16 days3 hours39 minutes,"1,569metric tons"
"(CLICK TO ENLARGE)Caesars Palace Casino, located on the Las Vegas Strip, is known for its luxurious accommodations, high-end dining options, and expansive gaming floor featuring a variety of slot machines and table games. Caesars Palace Casino will often use it’s corporate jet to fly big players to it’s casino. Caesars Palace Casino has an estimated net worth of over $4 billion.Flight History for Caesars Palace CasinoCaesars Palace Casino",Gulfstream V,N898CE,"118,821 miles",145,"117,720 gallons",13 days4 hours23 minutes,"1,579metric tons"
"(CLICK TO ENLARGE)George Lucas is an American filmmaker, best known for creating the ""Star Wars"" and ""Indiana Jones"" franchises. He foundedLucasfilmwhich he later sold Disney for $4 billion. Lucas has an estimated net worth of over $8 billion.Flight History for George LucasGeorge Lucas",Gulfstream V,N138GL,"199,609 miles",144,"171,620 gallons",19 days5 hours13 minutes,"2,308metric tons"
"(CLICK TO ENLARGE)Jerry Jones is an American businessman and owner of theDallas Cowboys. Under Jones’ ownership, the Cowboys have won three Super Bowl championships and have become one of the most valuable sports franchises in the world, worth an estimated $5 billion. Jones’ net worth is estimated to be over $8 billion.Flight History for Jerry JonesJerry Jones",Gulfstream V,N1DC,"164,956 miles",141,"140,480 gallons",15 days15 hours52 minutes,"1,881metric tons"
"(CLICK TO ENLARGE)Marc Benioff is an American Entrepreneur and business leader, he is best known for being the founder and current CEO of the software companySalesforce. While businesses value Salesforce CRM data, critics cite privacy concerns and Salesforce’s role in the growth of thesurveillance capitalism industry. Additionally Benioff is a huge climate change hypocryte, he has said'We need to apply every strategy possible to protect and preserve our planet', and yet he still flies in a private jet. Benioff’s current net worth is estimated to be $1 billion.Flight History for Marc BenioffMarc Benioff","(CLICK TO ENLARGE)The Gulfstream G650 (GLF6) is a large business jet manufactured byGulfstream Aerospace, the first customer delivery of this aircraft was in December of 2012. This model can accommodate 11 to 18 passengers, has a range of 8,000 miles, and a cruising speed of 594 mph. A typical Gulfstream G650 costs between 64-70 million dollars, and over 470 individual aircraft have been produced. This is most popular jet among the celebrities we are tracking, and is owned byKim Kardashian,Alex Rodriguez,Bill Gates,Oprah Winfreyand14 other celebrities.Gulfstream G650Gulfstream G650",N650HA,"235,443 miles",138,"287,110 gallons",23 days21 hours19 minutes,"2,868metric tons"
